Datetime,PM2.5,PM10,NO,NO2,NOx,NH3,SO2,CO,Ozone,Benzene,Toluene,Temp,RH,WS,WD,dow,moy,hour
2017-01-11 00:00:00,332.5,494.0,23.9,107.45,76.58,100.97,55.5,3.0,8.9,0.6,30.344305098202632,31.38,80.75,0.72,143.0,2.0,1.0,0.0
2017-01-11 01:00:00,295.5,435.5,20.42,95.42,67.38,104.13,45.2,2.44,10.7,0.55,28.995854770998285,30.73,81.25,0.53,126.75,2.0,1.0,1.0
2017-01-11 02:00:00,270.0,395.0,18.22,77.62,56.1,99.42,29.12,1.97,12.18,0.5,27.30571022966334,30.65,82.0,0.6,161.25,2.0,1.0,2.0
2017-01-11 03:00:00,248.5,352.75,16.52,74.72,53.18,97.13,20.62,1.77,10.75,0.43,26.90754766504648,30.63,83.0,0.5,113.75,2.0,1.0,3.0
2017-01-11 04:00:00,261.75,365.5,16.43,82.2,57.07,97.62,17.85,1.65,8.72,0.4,27.22795052798856,31.23,85.25,0.85,104.0,2.0,1.0,4.0
2017-01-11 05:00:00,266.75,390.25,14.65,77.05,52.9,89.58,26.88,1.73,8.73,0.4,27.163281156190138,31.98,87.0,1.28,108.75,2.0,1.0,5.0
2017-01-11 06:00:00,252.25,362.75,13.7,68.05,47.3,87.48,29.35,1.66,7.85,0.4,26.599773035197753,32.0,89.0,1.18,109.5,2.0,1.0,6.0
2017-01-11 07:00:00,238.5,348.75,25.25,69.38,57.43,89.75,29.65,1.72,7.75,0.4,26.991951275886425,31.97,87.25,0.97,105.75,2.0,1.0,7.0
2017-01-11 08:00:00,241.0,383.75,27.88,72.62,61.3,93.42,31.35,1.64,9.53,0.4,27.26586720602284,31.33,79.25,1.08,107.75,2.0,1.0,8.0
2017-01-11 09:00:00,236.25,406.0,19.57,70.23,53.22,98.4,33.95,1.4,40.09914331261198,0.4,26.597526491352575,30.7,66.5,1.62,135.0,2.0,1.0,9.0
2017-01-11 10:00:00,204.5,357.5,110.57,8.87,94.65,78.38,35.97067116253131,12.63,25.57,0.38,36.906632531074365,30.03,58.0,2.02,151.75,2.0,1.0,10.0
2017-01-11 11:00:00,175.25,329.5,6.73,69.98,42.65,88.88,22.97,1.24,39.95,0.3,25.001716256360904,30.65,52.75,1.9,148.25,2.0,1.0,11.0
2017-01-11 12:00:00,157.75,325.5,3.7,63.07,36.6,82.48,19.53,1.05,53.7,0.3,24.4368941429309,31.28,47.5,1.62,132.0,2.0,1.0,12.0
2017-01-11 13:00:00,130.5,294.5,2.45,55.55,31.53,70.73,12.75,1.11,59.68,0.3,23.531690500621085,32.05,43.0,1.4,168.0,2.0,1.0,13.0
2017-01-11 14:00:00,125.25,281.25,1.97,53.3,29.95,66.6,11.45,1.22,64.77,0.2,23.286751852472722,31.88,42.0,0.8,183.5,2.0,1.0,14.0
2017-01-11 15:00:00,135.0,290.0,1.7,55.03,30.65,65.48,10.88,1.21,62.12,0.2,23.833526350937117,31.8,43.25,0.58,115.75,2.0,1.0,15.0
2017-01-11 16:00:00,135.5,328.25,3.6,91.23,51.47,68.2,12.38,1.38,44.23,0.2,25.42206200595825,31.5,46.75,0.3,91.75,2.0,1.0,16.0
2017-01-11 17:00:00,148.5,430.5,14.48,142.55,87.55,86.65,20.1,1.63,16.5,0.3,28.219828622128052,30.52,56.5,0.38,95.75,2.0,1.0,17.0
2017-01-11 18:00:00,188.75,511.75,10.43,129.6,77.42,88.83,19.02,1.87,15.22,0.35,28.50996943860961,30.45,63.25,0.45,107.5,2.0,1.0,18.0
2017-01-11 19:00:00,208.75,452.75,12.7,118.77,73.52,89.02,26.52,1.97,14.03,0.45,28.280613783464254,30.4,66.25,0.55,108.0,2.0,1.0,19.0
2017-01-11 20:00:00,214.5,400.0,11.5,97.92,61.4,88.23,39.35,1.98,15.67,0.48,27.51354096101423,31.17,69.25,1.13,117.5,2.0,1.0,20.0
2017-01-11 21:00:00,206.75,365.25,9.37,85.1,52.93,79.2,33.07,1.99,16.98,0.4,26.69069358376714,31.97,72.75,1.15,131.5,2.0,1.0,21.0
2017-01-11 22:00:00,184.25,315.75,7.18,82.23,49.6,77.93,30.22,1.79,12.62,0.38,26.11346815182043,32.15,76.5,0.98,114.25,2.0,1.0,22.0
2017-01-11 23:00:00,164.0,282.0,8.35,82.7,50.8,78.45,26.43,1.76,11.0,0.3,25.703939497946116,32.07,80.75,0.8,139.25,2.0,1.0,23.0
2017-01-12 00:00:00,339.25,512.25,0.08,0.15,0.1,0.08,54.3,6.6,41.97,1.42,15.52,30.45,68.75,0.35,175.25,3.0,1.0,0.0
2017-01-12 01:00:00,358.0,507.0,0.38,0.05,0.3,0.03,43.4,6.8,130.72,1.5,16.35,31.42,73.5,0.43,31.0,3.0,1.0,1.0
2017-01-12 02:00:00,452.5,633.25,0.08,0.03,0.05,0.03,94.1,5.14,101.52,1.37,14.48,31.58,70.25,0.58,156.75,3.0,1.0,2.0
2017-01-12 03:00:00,475.5,920.0,0.08,99.83026569910561,0.08,0.08,149.1,3.95,37.489613617685755,1.13,14.55,31.42,69.5,0.48,329.25,3.0,1.0,3.0
2017-01-12 04:00:00,647.75,321.7137360601174,45.13276127048771,77.17886300596766,0.0,0.03,68.12,3.16,157.5,0.97,14.2,31.2,71.25,0.5,225.5,3.0,1.0,4.0
2017-01-12 05:00:00,352.0,263.60003689900435,0.03,0.15,0.0,42.5695842653786,22.08,3.1,41.320698799315146,0.75,12.48,30.82,77.75,0.3,159.5,3.0,1.0,5.0
2017-01-12 06:00:00,367.5,263.43729706553916,0.05,0.1,0.1,41.272920696722174,16.5,3.01,193.98,0.75,12.58,30.8,80.5,0.3,72.25,3.0,1.0,6.0
2017-01-12 07:00:00,401.75,292.2162196005759,0.23,71.54338179628154,0.15,46.36111298644922,20.47,3.38,125.5,0.7,13.12,30.75,78.0,0.33,242.25,3.0,1.0,7.0
2017-01-12 08:00:00,417.0,287.23709231058484,0.23,0.08,0.2,46.18703090492854,40.25,3.91,67.03,0.75,11.88,30.53,67.25,0.48,261.25,3.0,1.0,8.0
2017-01-12 09:00:00,398.0,265.48503666703255,0.2,0.03,0.13,0.03,68.67,3.65,40.852896514015924,0.87,11.27,30.85,54.5,0.48,264.75,3.0,1.0,9.0
2017-01-12 10:00:00,371.0,389.87742664099284,164.55,64.38,168.02,32.82,27.598892575495242,0.95,37.802363910280036,0.8,10.65,30.85,47.5,0.3,240.5,3.0,1.0,10.0
2017-01-12 11:00:00,382.5,407.44374362102093,25.7,145.85,98.5,53.77,158.92,2.99,37.6850047339535,0.78,9.98,30.5,41.75,0.4,157.75,3.0,1.0,11.0
2017-01-12 12:00:00,286.75,312.3228269721137,10.4,99.18,61.23,45.97,88.65,2.27,196.85,0.6,8.85,30.32,37.5,1.15,202.75,3.0,1.0,12.0
2017-01-12 13:00:00,202.5,255.33901614506968,4.62,77.37,44.95,42.02,35.15,1.56,128.4,0.5,8.52,30.4,34.75,1.62,240.25,3.0,1.0,13.0
2017-01-12 14:00:00,124.5,221.5371353535198,2.75,62.77,35.6,39.62,21.47,1.25,127.83,0.4,8.57,30.28,30.75,1.45,252.5,3.0,1.0,14.0
2017-01-12 15:00:00,92.75,238.0,2.73,61.1,34.72,35.85,48.15,0.89,187.38,0.3,8.03,30.5,29.0,1.33,245.25,3.0,1.0,15.0
2017-01-12 16:00:00,83.25,231.75,2.88,72.95,41.18,35.72,15.25,0.83,71.82,0.3,8.35,30.78,34.5,1.3,86.25,3.0,1.0,16.0
2017-01-12 17:00:00,126.75,351.25,40.0,119.45,96.05,37.02,16.58,1.6,38.83,0.55,8.37,31.35,41.75,0.3,27.5,3.0,1.0,17.0
2017-01-12 18:00:00,192.0,529.0,155.3,130.05,195.45,45.65,23.45,3.69,37.3,0.82,10.88,31.6,49.0,0.3,29.0,3.0,1.0,18.0
2017-01-12 19:00:00,276.75,596.0,292.67,135.0,309.8,55.6,27.58,6.39,52.9,1.12,11.28,31.8,58.0,0.3,93.25,3.0,1.0,19.0
2017-01-12 20:00:00,358.0,490.25,392.65,124.15,385.28,56.6,36.18,7.88,75.35,1.55,13.02,31.8,62.25,0.3,252.0,3.0,1.0,20.0
2017-01-12 21:00:00,353.0,494.75,473.65,109.8,443.47,58.22,30.75,7.16,82.32,1.75,13.67,31.0,67.25,0.3,245.25,3.0,1.0,21.0
2017-01-12 22:00:00,426.75,583.25,283.92,63.7,264.58,35.07,29.8,4.97,93.5,1.85,13.92,30.65,68.5,0.3,158.75,3.0,1.0,22.0
2017-01-12 23:00:00,401.0,560.75,0.13,0.05,0.08,40.38963201042596,26.35,0.01,110.72,1.9,13.82,30.6,70.0,0.4,186.5,3.0,1.0,23.0
2017-02-11 00:00:00,164.25,272.75,7.65,66.55,41.62,79.57,22.05,1.56,12.42,0.3,24.887270647196935,31.55,82.75,0.77,148.0,5.0,2.0,0.0
2017-02-11 01:00:00,149.75,239.75,9.1,59.03,38.8,85.55,15.1,1.24,12.45,0.3,24.27745360093568,30.58,84.5,0.55,140.0,5.0,2.0,1.0
2017-02-11 02:00:00,150.5,224.75,10.58,52.93,36.73,85.95,11.97,1.15,14.45,0.3,23.847795580254733,30.5,85.0,0.92,162.75,5.0,2.0,2.0
2017-02-11 03:00:00,158.75,231.0,10.45,51.38,35.83,85.57,10.67,1.1,16.13,0.25,23.855911015440835,30.53,85.5,1.22,156.25,5.0,2.0,3.0
2017-02-11 04:00:00,171.0,245.25,9.53,50.57,34.62,85.62,10.5,1.05,14.97,0.25,23.88989729374111,30.83,86.75,0.9,162.25,5.0,2.0,4.0
2017-02-11 05:00:00,177.25,256.25,8.9,49.93,33.8,77.43,9.17,1.25,13.75,0.23,24.264804167842858,31.85,88.25,1.0,127.5,5.0,2.0,5.0
2017-02-11 06:00:00,208.0,314.0,12.53,64.1,44.3,78.92,22.05,1.41,9.2,0.28,25.703403103283396,31.92,90.25,0.75,89.75,5.0,2.0,6.0
2017-02-11 07:00:00,230.75,362.75,21.7,67.45,53.52,81.1,35.57,1.55,7.3,0.3,26.57499617594032,31.92,90.25,1.23,103.75,5.0,2.0,7.0
2017-02-11 08:00:00,237.25,370.5,23.5,69.98,56.3,83.3,32.88,1.45,8.45,0.38,26.680014294558053,31.5,86.5,1.68,101.75,5.0,2.0,8.0
2017-02-11 09:00:00,241.0,360.0,14.98,63.35,45.85,88.5,37.25,1.21,40.67284805956302,0.33,25.937701693308412,30.78,79.75,1.43,112.5,5.0,2.0,9.0
2017-02-11 10:00:00,208.0,329.25,179.03,158.66153990076535,142.3,79.48,42.002064927353274,15.42,16.67,0.3,42.373705288434216,29.8,69.75,1.2,108.75,5.0,2.0,10.0
2017-02-11 11:00:00,217.5,367.5,9.85,69.85,45.17,87.97,33.92,1.41,20.5,0.33,26.168835350167175,30.35,66.25,0.9,84.25,5.0,2.0,11.0
2017-02-11 12:00:00,218.25,371.0,8.9,71.88,45.48,87.48,29.38,1.39,26.7,0.4,26.171348533367503,31.07,61.5,0.85,89.25,5.0,2.0,12.0
2017-02-11 13:00:00,189.25,338.75,5.6,65.23,39.25,76.15,27.65,1.38,39.67,0.33,25.180280660986416,31.97,56.25,0.68,124.25,5.0,2.0,13.0
2017-02-11 14:00:00,184.0,329.0,3.62,61.95,35.92,71.42,34.25,1.3,44.07,0.3,25.008246384021643,32.0,53.0,0.7,96.5,5.0,2.0,14.0
2017-02-11 15:00:00,159.0,308.25,3.03,55.5,31.97,67.35,49.85,1.22,42.2,0.3,24.725381347009783,31.85,51.0,0.88,61.25,5.0,2.0,15.0
2017-02-11 16:00:00,138.0,273.0,2.48,52.98,30.23,65.72,71.15,1.16,38.92,0.3,24.52631661839711,31.85,55.25,0.92,41.0,5.0,2.0,16.0
2017-02-11 17:00:00,160.75,341.0,4.27,99.93,56.65,80.15,63.68,1.13,17.28,0.35,26.46529481427605,30.9,61.5,0.5,39.25,5.0,2.0,17.0
2017-02-11 18:00:00,200.5,447.25,15.0,138.75,86.0,88.07,118.62,1.57,8.18,0.45,29.401443744000076,30.82,67.0,0.3,38.5,5.0,2.0,18.0
2017-02-11 19:00:00,250.0,528.25,67.25,134.92,126.4,93.83,140.48,2.3,11.93,0.58,32.5630719409283,30.82,72.75,0.3,32.75,5.0,2.0,19.0
2017-02-11 20:00:00,280.75,562.5,101.35,140.9,157.35,98.9,31.59002362180079,2.81,13.95,0.72,34.192349702721934,31.15,73.5,0.3,24.5,5.0,2.0,20.0
2017-02-11 21:00:00,290.25,523.0,54.95,123.2,110.2,83.05,28.920242752002956,2.87,13.87,0.75,31.91616007197476,32.05,75.75,0.45,25.5,5.0,2.0,21.0
2017-02-11 22:00:00,282.25,475.0,46.82,106.95,94.98,83.43,109.25,2.9,12.02,0.65,30.881327285250848,31.92,81.0,0.3,111.25,5.0,2.0,22.0
2017-02-11 23:00:00,270.5,440.0,53.0,102.83,97.77,83.48,48.53,2.83,9.0,0.53,30.743747011097444,31.92,82.25,0.33,54.75,5.0,2.0,23.0
2017-02-12 00:00:00,457.75,652.5,0.15,0.1,0.1,0.03,53.2,0.01,42.117826518078765,2.02,14.58,30.55,70.75,0.48,68.25,6.0,2.0,0.0
2017-02-12 01:00:00,566.5,757.25,0.1,0.1,0.08,0.03,100.75,0.01,41.049645625458076,2.0,15.98,31.2,76.5,0.3,129.0,6.0,2.0,1.0
2017-02-12 02:00:00,512.0,661.0,0.18,0.2,0.25,42.41583318307956,58.68,0.01,41.35228369497221,2.02,15.5,31.47,77.0,0.3,76.0,6.0,2.0,2.0
2017-02-12 03:00:00,503.0,634.0,0.13,0.2,0.1,41.727794121252614,49.82,0.01,41.543306340318324,2.02,16.37,31.4,79.25,0.3,56.75,6.0,2.0,3.0
2017-02-12 04:00:00,515.5,628.75,0.13,0.1,0.13,46.548740255406074,31.9,2.47,40.18535077286736,2.02,17.05,31.4,82.75,0.3,53.25,6.0,2.0,4.0
2017-02-12 05:00:00,505.75,592.5,0.13,104.70259838092001,0.08,61.957679975726066,40.68,9.56,35.84314544317177,2.0,16.58,31.15,79.25,0.53,28.5,6.0,2.0,5.0
2017-02-12 06:00:00,532.5,621.75,0.03,0.03,0.0,0.03,39.27,8.23,148.3,1.95,15.72,30.87,74.5,0.45,40.75,6.0,2.0,6.0
2017-02-12 07:00:00,527.25,612.75,0.23,90.48935005599341,0.15,56.426729974263964,60.27,6.52,66.3,1.75,14.38,30.85,67.0,0.43,28.75,6.0,2.0,7.0
2017-02-12 08:00:00,445.25,491.75,0.1,74.72701002852642,0.05,0.1,25.835965097076866,5.66,47.15,1.55,12.97,30.65,53.0,0.3,27.5,6.0,2.0,8.0
2017-02-12 09:00:00,394.25,480.75,0.1,0.05,0.1,47.212673934754164,23.863672444622882,4.16,40.00954961163036,1.3,11.53,30.97,41.5,0.3,132.5,6.0,2.0,9.0
2017-02-12 10:00:00,324.25,546.75,165.35,42.75,157.17,30.3,27.728428206837656,0.87,139.7,1.1,11.6,30.82,39.0,0.5,168.25,6.0,2.0,10.0
2017-02-12 11:00:00,349.75,652.25,28.95,140.5,98.22,47.18,28.832575609382932,2.97,37.33520751798412,0.92,10.55,30.58,36.0,0.52,122.25,6.0,2.0,11.0
2017-02-12 12:00:00,270.5,516.0,10.5,83.35,52.85,37.88,77.65,1.98,181.78,0.7,9.33,30.72,31.5,0.35,248.0,6.0,2.0,12.0
2017-02-12 13:00:00,161.0,312.0,4.4,79.83,46.05,38.65,112.2,1.5,41.25497099958731,0.6,8.63,30.65,30.75,0.33,105.25,6.0,2.0,13.0
2017-02-12 14:00:00,188.0,360.75,3.02,81.4,45.75,41.6,75.03,1.59,163.97,0.5,8.7,30.3,30.25,0.48,157.75,6.0,2.0,14.0
2017-02-12 15:00:00,185.0,394.0,2.6,84.12,46.88,41.15,28.05,1.54,116.08,0.5,8.8,30.25,32.5,0.43,84.25,6.0,2.0,15.0
2017-02-12 16:00:00,191.5,468.5,17.77,117.7,77.08,41.88,24.17,2.06,62.3,0.6,8.6,30.22,36.5,0.3,34.25,6.0,2.0,16.0
2017-02-12 17:00:00,221.0,601.75,93.7,143.42,152.48,43.57,43.83,3.55,36.53,0.87,8.93,31.1,41.25,0.3,207.0,6.0,2.0,17.0
2017-02-12 18:00:00,298.5,743.5,274.03,144.82,299.8,47.0,43.65,6.94,43.83,1.15,9.22,31.9,53.25,0.3,305.0,6.0,2.0,18.0
2017-02-12 19:00:00,346.0,886.0,73.7,140.25,134.52,9.7,39.88,4.52,51.1,1.3,11.15,31.97,61.75,0.3,305.0,6.0,2.0,19.0
2017-02-12 20:00:00,525.25,268.06068124693564,0.3,0.05,0.15,0.08,62.12,2.49,126.18,1.55,13.93,31.38,63.25,0.3,68.75,6.0,2.0,20.0
2017-02-12 21:00:00,622.75,252.3892471420561,0.18,48.8461016935833,0.03,0.1,82.88,0.01,117.05,2.0,15.35,30.88,62.25,0.3,50.0,6.0,2.0,21.0
2017-02-12 22:00:00,498.75,781.75,64.3413571570124,0.1,0.0,53.795730076607384,27.027313180331426,4.45,67.6,2.12,15.07,30.47,60.5,0.3,208.75,6.0,2.0,22.0
2017-02-12 23:00:00,437.0,682.5,71.51224781075791,0.05,0.05,0.08,28.741123593785197,7.6,45.7,1.75,13.05,30.53,62.75,0.3,305.0,6.0,2.0,23.0
2017-03-11 00:00:00,258.5,408.25,48.1,100.5,92.58,83.15,30.7,2.64,10.08,0.6,30.02715524755475,31.77,84.5,0.3,51.75,5.0,3.0,0.0
2017-03-11 01:00:00,232.0,354.25,23.53,88.7,66.3,85.2,23.15,2.14,7.87,3.9663417508507863,27.823806337551378,30.8,85.5,0.3,91.75,5.0,3.0,1.0
2017-03-11 02:00:00,230.75,327.75,23.82,85.77,65.0,86.27,21.22,2.03,6.45,0.5,27.26411961597339,30.65,86.0,0.4,120.25,5.0,3.0,2.0
2017-03-11 03:00:00,235.25,330.0,21.05,78.85,59.05,85.5,18.7,1.92,7.23,0.5,26.911671260859315,30.73,86.0,0.4,119.25,5.0,3.0,3.0
2017-03-11 04:00:00,232.75,311.75,20.75,75.92,57.28,85.83,14.28,1.84,7.28,0.5,26.72897475165417,31.05,88.0,0.3,109.75,5.0,3.0,4.0
2017-03-11 05:00:00,229.75,312.0,17.23,69.25,50.83,79.42,14.15,1.84,11.2,0.5,26.243217959776594,32.1,89.5,0.3,130.5,5.0,3.0,5.0
2017-03-11 06:00:00,229.25,327.0,18.75,71.22,53.12,76.77,26.65,1.87,8.55,0.45,26.578586931723343,31.98,89.25,0.6,109.25,5.0,3.0,6.0
2017-03-11 07:00:00,267.75,399.75,72.77,80.85,102.15,85.37,52.55,2.15,7.4,0.5,29.785027662015725,31.92,88.75,0.75,93.0,5.0,3.0,7.0
2017-03-11 08:00:00,320.75,504.25,41.12,98.85,86.05,86.88,94.35,1.91,8.35,0.5,29.868834396224564,31.83,84.75,0.92,116.75,5.0,3.0,8.0
2017-03-11 09:00:00,281.75,463.5,21.6,76.72,58.37,90.15,76.38,1.49,39.51339348415974,0.5,27.677492735050738,31.0,77.5,1.25,119.75,5.0,3.0,9.0
2017-03-11 10:00:00,221.5,382.5,171.37,0.27,139.48,77.48,41.08511745558961,15.32,19.8,0.4,41.55103466167911,30.28,72.25,1.45,114.5,5.0,3.0,10.0
2017-03-11 11:00:00,215.0,347.5,10.37,63.48,42.18,83.45,50.85,1.37,27.15,0.4,25.76775301883233,30.77,66.0,0.82,108.0,5.0,3.0,11.0
2017-03-11 12:00:00,186.25,331.0,8.08,60.2,38.57,80.58,40.62,1.16,36.88,0.38,24.94045645657075,30.68,60.25,0.83,125.25,5.0,3.0,12.0
2017-03-11 13:00:00,174.5,319.0,5.55,60.3,36.6,72.33,46.25,1.2,46.93,0.35,24.874507456688228,31.77,56.0,0.73,101.75,5.0,3.0,13.0
2017-03-11 14:00:00,180.25,336.5,3.18,60.55,34.8,66.1,47.5,1.29,51.6,0.3,24.96588846497262,31.78,54.75,0.85,89.75,5.0,3.0,14.0
2017-03-11 15:00:00,170.5,332.0,2.43,60.0,33.9,65.65,47.17,1.23,47.63,0.3,24.939799396211416,31.9,57.0,0.78,68.75,5.0,3.0,15.0
2017-03-11 16:00:00,158.75,325.75,2.05,59.18,33.12,65.9,47.25,1.16,44.38,0.3,24.671853038893353,31.97,58.5,0.65,83.25,5.0,3.0,16.0
2017-03-11 17:00:00,165.0,340.5,3.45,68.45,39.2,74.68,23.4,1.14,30.8,0.33,25.29163282079276,30.9,65.0,0.43,44.25,5.0,3.0,17.0
2017-03-11 18:00:00,186.5,389.25,10.58,129.03,77.23,83.67,56.72,1.47,8.88,0.4,28.216414940378485,30.77,71.25,0.45,33.75,5.0,3.0,18.0
2017-03-11 19:00:00,249.25,483.25,19.18,123.18,81.1,83.35,23.85,1.93,7.65,0.4,29.27569522869761,30.45,75.25,0.3,46.5,5.0,3.0,19.0
2017-03-11 20:00:00,276.25,508.5,40.97,118.15,96.15,86.35,18.82,2.56,7.3,0.5,30.907612732588156,30.6,78.0,0.3,18.5,5.0,3.0,20.0
2017-03-11 21:00:00,291.75,528.25,57.28,118.43,109.58,84.7,18.15,3.04,7.62,0.5,31.796103410004378,31.95,80.75,0.3,68.75,5.0,3.0,21.0
2017-03-11 22:00:00,288.5,528.0,68.6,110.85,114.75,82.45,15.73,3.35,9.0,0.58,32.13124314620256,31.92,83.5,0.3,75.0,5.0,3.0,22.0
2017-03-11 23:00:00,281.0,525.0,55.07,105.65,100.97,82.8,16.73,3.2,7.53,0.53,31.33683005956369,31.92,84.75,0.3,80.0,5.0,3.0,23.0
2017-03-12 00:00:00,341.75,522.5,0.23,0.05,0.15,0.08,194.82,6.89,53.8,1.65,12.7,30.6,71.75,0.3,305.25,6.0,3.0,0.0
2017-03-12 01:00:00,352.5,540.75,0.05,0.08,0.05,52.441517894592195,79.58,5.5,69.23,1.6,13.83,31.12,70.0,0.3,306.0,6.0,3.0,1.0
2017-03-12 02:00:00,323.75,508.25,0.18,82.06283734372349,0.13,0.05,45.88,5.02,99.18,1.37,13.55,31.6,72.5,0.3,257.75,6.0,3.0,2.0
2017-03-12 03:00:00,324.75,505.0,0.05,75.15065334226406,0.0,0.1,61.75,4.75,39.534887812919955,1.23,13.55,31.45,73.75,0.3,151.75,6.0,3.0,3.0
2017-03-12 04:00:00,340.25,517.75,0.15,71.86914993721638,0.08,48.97996478598846,45.5,4.47,39.49967659210362,1.18,14.25,31.42,75.25,0.38,45.0,6.0,3.0,4.0
2017-03-12 05:00:00,371.0,538.0,0.08,0.08,0.13,46.814640737690084,35.65,4.16,40.107908623677616,1.15,13.1,31.32,76.75,0.3,35.0,6.0,3.0,5.0
2017-03-12 06:00:00,363.25,537.0,0.38,89.581228459857,0.15,52.096073126120984,38.68,4.33,38.6642184309701,1.13,13.35,30.87,77.25,0.4,343.25,6.0,3.0,6.0
2017-03-12 07:00:00,457.75,674.75,55.745596174844636,0.18,0.0,0.08,44.77,4.38,125.9,1.23,13.48,30.72,76.25,0.33,124.0,6.0,3.0,7.0
2017-03-12 08:00:00,612.0,866.5,72.34204925462566,0.03,0.0,0.03,79.23,5.22,136.8,1.27,11.9,30.53,69.75,0.3,261.0,6.0,3.0,8.0
2017-03-12 09:00:00,675.25,942.25,0.1,0.08,0.05,0.03,27.6052030291022,4.16,37.82718609419325,1.2,12.07,30.72,51.5,0.33,224.25,6.0,3.0,9.0
2017-03-12 10:00:00,437.75,666.0,168.98,75.17,177.4,31.1,30.741504612711626,1.24,146.3,1.1,11.9,30.97,50.25,0.38,155.75,6.0,3.0,10.0
2017-03-12 11:00:00,601.5,986.75,49.5,197.42,145.3,71.10245827332226,114.98,4.1,124.35,1.1,10.6,30.8,53.75,0.45,78.5,6.0,3.0,11.0
2017-03-12 12:00:00,554.5,947.75,36.2,115.58,92.2,43.28,91.93,2.95,67.7,0.78,7.8,30.72,47.5,1.17,109.75,6.0,3.0,12.0
2017-03-12 13:00:00,269.75,484.25,2.23,40.4,23.33,63.75,25.5,0.76,83.47,0.45,4.1,30.7,45.0,1.88,145.0,6.0,3.0,13.0
2017-03-12 14:00:00,220.0,397.5,1.47,62.42,34.4,67.87,39.15,1.61,68.62,0.4,4.9,30.63,42.25,1.3,141.75,6.0,3.0,14.0
2017-03-12 15:00:00,182.5,358.0,1.35,57.85,31.88,58.65,35.7,1.5,65.9,0.38,6.1,30.6,41.0,0.8,83.75,6.0,3.0,15.0
2017-03-12 16:00:00,163.0,375.5,11.25,92.13,58.12,54.93,36.6,1.77,59.98,0.38,6.77,30.6,42.5,0.48,98.75,6.0,3.0,16.0
2017-03-12 17:00:00,208.5,567.0,82.97,156.62,150.8,63.53,39.4,3.36,32.87,0.68,8.08,31.22,52.75,0.3,117.0,6.0,3.0,17.0
2017-03-12 18:00:00,276.75,759.5,271.92,169.45,311.23,71.95,47.47,6.65,66.55,0.88,9.68,31.73,63.25,0.3,255.25,6.0,3.0,18.0
2017-03-12 19:00:00,476.5,868.2510076022561,465.82,188.45,478.97,90.23,57.38,4.83,105.12,1.62,11.67,31.43,70.0,0.3,1.0,6.0,3.0,19.0
2017-03-12 20:00:00,739.5,879.514992549467,458.13,148.85,451.65,101.8,54.1,4.87,112.7,1.8,12.45,31.25,72.5,0.3,1.25,6.0,3.0,20.0
2017-03-12 21:00:00,631.5,763.0878442230539,457.78,155.65,454.95,110.0,55.4,0.01,100.77,2.12,12.62,31.07,73.5,0.3,4.0,6.0,3.0,21.0
2017-03-12 22:00:00,728.25,970.5,444.82,163.45,448.62,107.05,65.4,0.01,95.53,2.15,12.47,30.72,72.75,0.3,9.75,6.0,3.0,22.0
2017-03-12 23:00:00,646.5,844.25,441.2,156.15,441.77,104.7,79.83,4.77,67.2,2.02,12.25,30.68,69.75,0.3,53.5,6.0,3.0,23.0
2017-04-11 00:00:00,261.25,438.75,28.87,105.95,79.85,78.38,19.1,2.73,7.1,0.5,29.356422649035093,31.8,85.0,0.4,100.25,1.0,4.0,0.0
2017-04-11 01:00:00,241.0,360.0,23.32,97.15,70.67,81.73,17.15,2.34,6.6,0.48,11.9,31.0,88.0,0.3,92.5,1.0,4.0,1.0
2017-04-11 02:00:00,242.0,343.0,27.1,92.8,71.38,86.5,13.18,2.06,5.85,0.5,12.2,30.5,88.25,0.33,91.5,1.0,4.0,2.0
2017-04-11 03:00:00,250.0,348.0,23.2,93.58,68.62,87.28,31.18,1.97,5.05,0.5,12.33,30.5,88.5,0.38,117.0,1.0,4.0,3.0
2017-04-11 04:00:00,293.0,408.0,21.15,95.88,68.2,87.0,75.83,1.95,5.12,0.5,12.9,30.42,89.0,0.35,114.5,1.0,4.0,4.0
2017-04-11 05:00:00,311.0,426.0,24.9,91.28,68.8,86.05,66.97,2.03,6.05,0.5,13.0,31.57,90.0,0.35,59.5,1.0,4.0,5.0
2017-04-11 06:00:00,319.0,440.0,75.43,69.4,98.25,84.78,40.07,2.2,6.8,0.5,12.5,32.07,90.75,0.33,31.25,1.0,4.0,6.0
2017-04-11 07:00:00,309.0,456.0,43.15,80.2,77.73,82.43,32.3,2.2,6.52,0.5,12.42,32.03,91.25,0.4,70.25,1.0,4.0,7.0
2017-04-11 08:00:00,333.0,483.0,40.77,95.35,83.88,81.7,63.88,2.18,7.95,0.55,11.78,31.95,85.25,0.6,73.5,1.0,4.0,8.0
2017-04-11 09:00:00,316.0,489.0,24.02,89.73,67.23,84.7,107.17,1.99,38.762694421782314,0.5,11.28,31.1,79.25,0.85,104.75,1.0,4.0,9.0
2017-04-11 10:00:00,323.0,511.0,62.63,46.37,75.6,78.3,186.6,0.99,14.6,0.5,11.72,30.3,72.5,1.1,125.5,1.0,4.0,10.0
2017-04-11 11:00:00,246.0,443.0,9.6,60.8,40.15,80.73,50.42,1.57,26.43,0.4,11.2,30.12,66.75,1.2,140.5,1.0,4.0,11.0
