Datetime,PM2.5,PM10,NO2,NH3,SO2,CO,Ozone,Temp,RH,WS,WD
2017-01-11 00:00:00,332.5,494.0,107.45,100.97,55.5,3.0,8.9,31.38,80.75,0.72,143.0
2017-01-11 01:00:00,295.5,435.5,95.42,104.13,45.2,2.44,10.7,30.73,81.25,0.53,126.75
2017-01-11 02:00:00,270.0,395.0,77.62,99.42,29.12,1.97,12.18,30.65,82.0,0.6,161.25
2017-01-11 03:00:00,248.5,352.75,74.72,97.13,20.62,1.77,10.75,30.63,83.0,0.5,113.75
2017-01-11 04:00:00,261.75,365.5,82.2,97.62,17.85,1.65,8.72,31.23,85.25,0.85,104.0
2017-01-11 05:00:00,266.75,390.25,77.05,89.58,26.88,1.73,8.73,31.98,87.0,1.28,108.75
2017-01-11 06:00:00,252.25,362.75,68.05,87.48,29.35,1.66,7.85,32.0,89.0,1.18,109.5
2017-01-11 07:00:00,238.5,348.75,69.38,89.75,29.65,1.72,7.75,31.97,87.25,0.97,105.75
2017-01-11 08:00:00,241.0,383.75,72.62,93.42,31.35,1.64,9.53,31.33,79.25,1.08,107.75
2017-01-11 09:00:00,236.25,406.0,70.23,98.4,33.95,1.4,42.05341319089048,30.7,66.5,1.62,135.0
2017-01-11 10:00:00,204.5,357.5,8.87,78.38,20.505856596376972,12.63,25.57,30.03,58.0,2.02,151.75
2017-01-11 11:00:00,175.25,329.5,69.98,88.88,22.97,1.24,39.95,30.65,52.75,1.9,148.25
2017-01-11 12:00:00,157.75,325.5,63.07,82.48,19.53,1.05,53.7,31.28,47.5,1.62,132.0
2017-01-11 13:00:00,130.5,294.5,55.55,70.73,12.75,1.11,59.68,32.05,43.0,1.4,168.0
2017-01-11 14:00:00,125.25,281.25,53.3,66.6,11.45,1.22,64.77,31.88,42.0,0.8,183.5
2017-01-11 15:00:00,135.0,290.0,55.03,65.48,10.88,1.21,62.12,31.8,43.25,0.58,115.75
2017-01-11 16:00:00,135.5,328.25,91.23,68.2,12.38,1.38,44.23,31.5,46.75,0.3,91.75
2017-01-11 17:00:00,148.5,430.5,142.55,86.65,20.1,1.63,16.5,30.52,56.5,0.38,95.75
2017-01-11 18:00:00,188.75,511.75,129.6,88.83,19.02,1.87,15.22,30.45,63.25,0.45,107.5
2017-01-11 19:00:00,208.75,452.75,118.77,89.02,26.52,1.97,14.03,30.4,66.25,0.55,108.0
2017-01-11 20:00:00,214.5,400.0,97.92,88.23,39.35,1.98,15.67,31.17,69.25,1.13,117.5
2017-01-11 21:00:00,206.75,365.25,85.1,79.2,33.07,1.99,16.98,31.97,72.75,1.15,131.5
2017-01-11 22:00:00,184.25,315.75,82.23,77.93,30.22,1.79,12.62,32.15,76.5,0.98,114.25
2017-01-11 23:00:00,164.0,282.0,82.7,78.45,26.43,1.76,11.0,32.07,80.75,0.8,139.25
2017-01-12 00:00:00,339.25,512.25,0.15,0.08,54.3,6.6,41.97,30.45,68.75,0.35,175.25
2017-01-12 01:00:00,358.0,507.0,0.05,0.03,43.4,6.8,130.72,31.42,73.5,0.43,31.0
2017-01-12 02:00:00,452.5,633.25,0.03,0.03,94.1,5.14,101.52,31.58,70.25,0.58,156.75
2017-01-12 03:00:00,475.5,920.0,55.224268439358966,0.08,149.1,3.95,42.05341319089048,31.42,69.5,0.48,329.25
2017-01-12 04:00:00,647.75,247.97583816892327,55.224268439358966,0.03,68.12,3.16,157.5,31.2,71.25,0.5,225.5
2017-01-12 05:00:00,352.0,247.97583816892327,0.15,39.99629275950029,22.08,3.1,42.05341319089048,30.82,77.75,0.3,159.5
2017-01-12 06:00:00,367.5,247.97583816892327,0.1,39.99629275950029,16.5,3.01,193.98,30.8,80.5,0.3,72.25
2017-01-12 07:00:00,401.75,247.97583816892327,55.224268439358966,39.99629275950029,20.47,3.38,125.5,30.75,78.0,0.33,242.25
2017-01-12 08:00:00,417.0,247.97583816892327,0.08,39.99629275950029,40.25,3.91,67.03,30.53,67.25,0.48,261.25
2017-01-12 09:00:00,398.0,247.97583816892327,0.03,0.03,68.67,3.65,42.05341319089048,30.85,54.5,0.48,264.75
2017-01-12 10:00:00,371.0,247.97583816892327,64.38,32.82,20.505856596376972,0.95,42.05341319089048,30.85,47.5,0.3,240.5
2017-01-12 11:00:00,382.5,247.97583816892327,145.85,53.77,158.92,2.99,42.05341319089048,30.5,41.75,0.4,157.75
2017-01-12 12:00:00,286.75,247.97583816892327,99.18,45.97,88.65,2.27,196.85,30.32,37.5,1.15,202.75
2017-01-12 13:00:00,202.5,247.97583816892327,77.37,42.02,35.15,1.56,128.4,30.4,34.75,1.62,240.25
2017-01-12 14:00:00,124.5,247.97583816892327,62.77,39.62,21.47,1.25,127.83,30.28,30.75,1.45,252.5
2017-01-12 15:00:00,92.75,238.0,61.1,35.85,48.15,0.89,187.38,30.5,29.0,1.33,245.25
2017-01-12 16:00:00,83.25,231.75,72.95,35.72,15.25,0.83,71.82,30.78,34.5,1.3,86.25
2017-01-12 17:00:00,126.75,351.25,119.45,37.02,16.58,1.6,38.83,31.35,41.75,0.3,27.5
2017-01-12 18:00:00,192.0,529.0,130.05,45.65,23.45,3.69,37.3,31.6,49.0,0.3,29.0
2017-01-12 19:00:00,276.75,596.0,135.0,55.6,27.58,6.39,52.9,31.8,58.0,0.3,93.25
2017-01-12 20:00:00,358.0,490.25,124.15,56.6,36.18,7.88,75.35,31.8,62.25,0.3,252.0
2017-01-12 21:00:00,353.0,494.75,109.8,58.22,30.75,7.16,82.32,31.0,67.25,0.3,245.25
2017-01-12 22:00:00,426.75,583.25,63.7,35.07,29.8,4.97,93.5,30.65,68.5,0.3,158.75
2017-01-12 23:00:00,401.0,560.75,0.05,39.99629275950029,26.35,0.01,110.72,30.6,70.0,0.4,186.5
2017-02-11 00:00:00,164.25,272.75,66.55,79.57,22.05,1.56,12.42,31.55,82.75,0.77,148.0
2017-02-11 01:00:00,149.75,239.75,59.03,85.55,15.1,1.24,12.45,30.58,84.5,0.55,140.0
2017-02-11 02:00:00,150.5,224.75,52.93,85.95,11.97,1.15,14.45,30.5,85.0,0.92,162.75
2017-02-11 03:00:00,158.75,231.0,51.38,85.57,10.67,1.1,16.13,30.53,85.5,1.22,156.25
2017-02-11 04:00:00,171.0,245.25,50.57,85.62,10.5,1.05,14.97,30.83,86.75,0.9,162.25
2017-02-11 05:00:00,177.25,256.25,49.93,77.43,9.17,1.25,13.75,31.85,88.25,1.0,127.5
2017-02-11 06:00:00,208.0,314.0,64.1,78.92,22.05,1.41,9.2,31.92,90.25,0.75,89.75
2017-02-11 07:00:00,230.75,362.75,67.45,81.1,35.57,1.55,7.3,31.92,90.25,1.23,103.75
2017-02-11 08:00:00,237.25,370.5,69.98,83.3,32.88,1.45,8.45,31.5,86.5,1.68,101.75
2017-02-11 09:00:00,241.0,360.0,63.35,88.5,37.25,1.21,42.05341319089048,30.78,79.75,1.43,112.5
2017-02-11 10:00:00,208.0,329.25,55.224268439358966,79.48,20.505856596376972,15.42,16.67,29.8,69.75,1.2,108.75
2017-02-11 11:00:00,217.5,367.5,69.85,87.97,33.92,1.41,20.5,30.35,66.25,0.9,84.25
2017-02-11 12:00:00,218.25,371.0,71.88,87.48,29.38,1.39,26.7,31.07,61.5,0.85,89.25
2017-02-11 13:00:00,189.25,338.75,65.23,76.15,27.65,1.38,39.67,31.97,56.25,0.68,124.25
2017-02-11 14:00:00,184.0,329.0,61.95,71.42,34.25,1.3,44.07,32.0,53.0,0.7,96.5
2017-02-11 15:00:00,159.0,308.25,55.5,67.35,49.85,1.22,42.2,31.85,51.0,0.88,61.25
2017-02-11 16:00:00,138.0,273.0,52.98,65.72,71.15,1.16,38.92,31.85,55.25,0.92,41.0
2017-02-11 17:00:00,160.75,341.0,99.93,80.15,63.68,1.13,17.28,30.9,61.5,0.5,39.25
2017-02-11 18:00:00,200.5,447.25,138.75,88.07,118.62,1.57,8.18,30.82,67.0,0.3,38.5
2017-02-11 19:00:00,250.0,528.25,134.92,93.83,140.48,2.3,11.93,30.82,72.75,0.3,32.75
2017-02-11 20:00:00,280.75,562.5,140.9,98.9,20.505856596376972,2.81,13.95,31.15,73.5,0.3,24.5
2017-02-11 21:00:00,290.25,523.0,123.2,83.05,20.505856596376972,2.87,13.87,32.05,75.75,0.45,25.5
2017-02-11 22:00:00,282.25,475.0,106.95,83.43,109.25,2.9,12.02,31.92,81.0,0.3,111.25
2017-02-11 23:00:00,270.5,440.0,102.83,83.48,48.53,2.83,9.0,31.92,82.25,0.33,54.75
2017-02-12 00:00:00,457.75,652.5,0.1,0.03,53.2,0.01,42.05341319089048,30.55,70.75,0.48,68.25
2017-02-12 01:00:00,566.5,757.25,0.1,0.03,100.75,0.01,42.05341319089048,31.2,76.5,0.3,129.0
2017-02-12 02:00:00,512.0,661.0,0.2,39.99629275950029,58.68,0.01,42.05341319089048,31.47,77.0,0.3,76.0
2017-02-12 03:00:00,503.0,634.0,0.2,39.99629275950029,49.82,0.01,42.05341319089048,31.4,79.25,0.3,56.75
2017-02-12 04:00:00,515.5,628.75,0.1,39.99629275950029,31.9,2.47,42.05341319089048,31.4,82.75,0.3,53.25
2017-02-12 05:00:00,505.75,592.5,55.224268439358966,39.99629275950029,40.68,9.56,42.05341319089048,31.15,79.25,0.53,28.5
2017-02-12 06:00:00,532.5,621.75,0.03,0.03,39.27,8.23,148.3,30.87,74.5,0.45,40.75
2017-02-12 07:00:00,527.25,612.75,55.224268439358966,39.99629275950029,60.27,6.52,66.3,30.85,67.0,0.43,28.75
2017-02-12 08:00:00,445.25,491.75,55.224268439358966,0.1,20.505856596376972,5.66,47.15,30.65,53.0,0.3,27.5
2017-02-12 09:00:00,394.25,480.75,0.05,39.99629275950029,20.505856596376972,4.16,42.05341319089048,30.97,41.5,0.3,132.5
2017-02-12 10:00:00,324.25,546.75,42.75,30.3,20.505856596376972,0.87,139.7,30.82,39.0,0.5,168.25
2017-02-12 11:00:00,349.75,652.25,140.5,47.18,20.505856596376972,2.97,42.05341319089048,30.58,36.0,0.52,122.25
2017-02-12 12:00:00,270.5,516.0,83.35,37.88,77.65,1.98,181.78,30.72,31.5,0.35,248.0
2017-02-12 13:00:00,161.0,312.0,79.83,38.65,112.2,1.5,42.05341319089048,30.65,30.75,0.33,105.25
2017-02-12 14:00:00,188.0,360.75,81.4,41.6,75.03,1.59,163.97,30.3,30.25,0.48,157.75
2017-02-12 15:00:00,185.0,394.0,84.12,41.15,28.05,1.54,116.08,30.25,32.5,0.43,84.25
2017-02-12 16:00:00,191.5,468.5,117.7,41.88,24.17,2.06,62.3,30.22,36.5,0.3,34.25
2017-02-12 17:00:00,221.0,601.75,143.42,43.57,43.83,3.55,36.53,31.1,41.25,0.3,207.0
2017-02-12 18:00:00,298.5,743.5,144.82,47.0,43.65,6.94,43.83,31.9,53.25,0.3,305.0
2017-02-12 19:00:00,346.0,886.0,140.25,9.7,39.88,4.52,51.1,31.97,61.75,0.3,305.0
2017-02-12 20:00:00,525.25,247.97583816892327,0.05,0.08,62.12,2.49,126.18,31.38,63.25,0.3,68.75
2017-02-12 21:00:00,622.75,247.97583816892327,55.224268439358966,0.1,82.88,0.01,117.05,30.88,62.25,0.3,50.0
2017-02-12 22:00:00,498.75,781.75,0.1,39.99629275950029,20.505856596376972,4.45,67.6,30.47,60.5,0.3,208.75
2017-02-12 23:00:00,437.0,682.5,0.05,0.08,20.505856596376972,7.6,45.7,30.53,62.75,0.3,305.0
2017-03-11 00:00:00,258.5,408.25,100.5,83.15,30.7,2.64,10.08,31.77,84.5,0.3,51.75
2017-03-11 01:00:00,232.0,354.25,88.7,85.2,23.15,2.14,7.87,30.8,85.5,0.3,91.75
2017-03-11 02:00:00,230.75,327.75,85.77,86.27,21.22,2.03,6.45,30.65,86.0,0.4,120.25
2017-03-11 03:00:00,235.25,330.0,78.85,85.5,18.7,1.92,7.23,30.73,86.0,0.4,119.25
2017-03-11 04:00:00,232.75,311.75,75.92,85.83,14.28,1.84,7.28,31.05,88.0,0.3,109.75
2017-03-11 05:00:00,229.75,312.0,69.25,79.42,14.15,1.84,11.2,32.1,89.5,0.3,130.5
2017-03-11 06:00:00,229.25,327.0,71.22,76.77,26.65,1.87,8.55,31.98,89.25,0.6,109.25
2017-03-11 07:00:00,267.75,399.75,80.85,85.37,52.55,2.15,7.4,31.92,88.75,0.75,93.0
2017-03-11 08:00:00,320.75,504.25,98.85,86.88,94.35,1.91,8.35,31.83,84.75,0.92,116.75
2017-03-11 09:00:00,281.75,463.5,76.72,90.15,76.38,1.49,42.05341319089048,31.0,77.5,1.25,119.75
2017-03-11 10:00:00,221.5,382.5,0.27,77.48,20.505856596376972,15.32,19.8,30.28,72.25,1.45,114.5
2017-03-11 11:00:00,215.0,347.5,63.48,83.45,50.85,1.37,27.15,30.77,66.0,0.82,108.0
2017-03-11 12:00:00,186.25,331.0,60.2,80.58,40.62,1.16,36.88,30.68,60.25,0.83,125.25
2017-03-11 13:00:00,174.5,319.0,60.3,72.33,46.25,1.2,46.93,31.77,56.0,0.73,101.75
2017-03-11 14:00:00,180.25,336.5,60.55,66.1,47.5,1.29,51.6,31.78,54.75,0.85,89.75
2017-03-11 15:00:00,170.5,332.0,60.0,65.65,47.17,1.23,47.63,31.9,57.0,0.78,68.75
2017-03-11 16:00:00,158.75,325.75,59.18,65.9,47.25,1.16,44.38,31.97,58.5,0.65,83.25
2017-03-11 17:00:00,165.0,340.5,68.45,74.68,23.4,1.14,30.8,30.9,65.0,0.43,44.25
2017-03-11 18:00:00,186.5,389.25,129.03,83.67,56.72,1.47,8.88,30.77,71.25,0.45,33.75
2017-03-11 19:00:00,249.25,483.25,123.18,83.35,23.85,1.93,7.65,30.45,75.25,0.3,46.5
2017-03-11 20:00:00,276.25,508.5,118.15,86.35,18.82,2.56,7.3,30.6,78.0,0.3,18.5
2017-03-11 21:00:00,291.75,528.25,118.43,84.7,18.15,3.04,7.62,31.95,80.75,0.3,68.75
2017-03-11 22:00:00,288.5,528.0,110.85,82.45,15.73,3.35,9.0,31.92,83.5,0.3,75.0
2017-03-11 23:00:00,281.0,525.0,105.65,82.8,16.73,3.2,7.53,31.92,84.75,0.3,80.0
2017-03-12 00:00:00,341.75,522.5,0.05,0.08,194.82,6.89,53.8,30.6,71.75,0.3,305.25
2017-03-12 01:00:00,352.5,540.75,0.08,39.99629275950029,79.58,5.5,69.23,31.12,70.0,0.3,306.0
2017-03-12 02:00:00,323.75,508.25,55.224268439358966,0.05,45.88,5.02,99.18,31.6,72.5,0.3,257.75
2017-03-12 03:00:00,324.75,505.0,55.224268439358966,0.1,61.75,4.75,42.05341319089048,31.45,73.75,0.3,151.75
2017-03-12 04:00:00,340.25,517.75,55.224268439358966,39.99629275950029,45.5,4.47,42.05341319089048,31.42,75.25,0.38,45.0
2017-03-12 05:00:00,371.0,538.0,0.08,39.99629275950029,35.65,4.16,42.05341319089048,31.32,76.75,0.3,35.0
2017-03-12 06:00:00,363.25,537.0,55.224268439358966,39.99629275950029,38.68,4.33,42.05341319089048,30.87,77.25,0.4,343.25
2017-03-12 07:00:00,457.75,674.75,0.18,0.08,44.77,4.38,125.9,30.72,76.25,0.33,124.0
2017-03-12 08:00:00,612.0,866.5,0.03,0.03,79.23,5.22,136.8,30.53,69.75,0.3,261.0
2017-03-12 09:00:00,675.25,942.25,0.08,0.03,20.505856596376972,4.16,42.05341319089048,30.72,51.5,0.33,224.25
2017-03-12 10:00:00,437.75,666.0,75.17,31.1,20.505856596376972,1.24,146.3,30.97,50.25,0.38,155.75
2017-03-12 11:00:00,601.5,986.75,197.42,39.99629275950029,114.98,4.1,124.35,30.8,53.75,0.45,78.5
2017-03-12 12:00:00,554.5,947.75,115.58,43.28,91.93,2.95,67.7,30.72,47.5,1.17,109.75
2017-03-12 13:00:00,269.75,484.25,40.4,63.75,25.5,0.76,83.47,30.7,45.0,1.88,145.0
2017-03-12 14:00:00,220.0,397.5,62.42,67.87,39.15,1.61,68.62,30.63,42.25,1.3,141.75
2017-03-12 15:00:00,182.5,358.0,57.85,58.65,35.7,1.5,65.9,30.6,41.0,0.8,83.75
2017-03-12 16:00:00,163.0,375.5,92.13,54.93,36.6,1.77,59.98,30.6,42.5,0.48,98.75
2017-03-12 17:00:00,208.5,567.0,156.62,63.53,39.4,3.36,32.87,31.22,52.75,0.3,117.0
2017-03-12 18:00:00,276.75,759.5,169.45,71.95,47.47,6.65,66.55,31.73,63.25,0.3,255.25
2017-03-12 19:00:00,476.5,247.97583816892327,188.45,90.23,57.38,4.83,105.12,31.43,70.0,0.3,1.0
2017-03-12 20:00:00,739.5,247.97583816892327,148.85,101.8,54.1,4.87,112.7,31.25,72.5,0.3,1.25
2017-03-12 21:00:00,631.5,247.97583816892327,155.65,110.0,55.4,0.01,100.77,31.07,73.5,0.3,4.0
2017-03-12 22:00:00,728.25,970.5,163.45,107.05,65.4,0.01,95.53,30.72,72.75,0.3,9.75
2017-03-12 23:00:00,646.5,844.25,156.15,104.7,79.83,4.77,67.2,30.68,69.75,0.3,53.5
2017-04-11 00:00:00,261.25,438.75,105.95,78.38,19.1,2.73,7.1,31.8,85.0,0.4,100.25
2017-04-11 01:00:00,241.0,360.0,97.15,81.73,17.15,2.34,6.6,31.0,88.0,0.3,92.5
2017-04-11 02:00:00,242.0,343.0,92.8,86.5,13.18,2.06,5.85,30.5,88.25,0.33,91.5
2017-04-11 03:00:00,250.0,348.0,93.58,87.28,31.18,1.97,5.05,30.5,88.5,0.38,117.0
2017-04-11 04:00:00,293.0,408.0,95.88,87.0,75.83,1.95,5.12,30.42,89.0,0.35,114.5
2017-04-11 05:00:00,311.0,426.0,91.28,86.05,66.97,2.03,6.05,31.57,90.0,0.35,59.5
2017-04-11 06:00:00,319.0,440.0,69.4,84.78,40.07,2.2,6.8,32.07,90.75,0.33,31.25
2017-04-11 07:00:00,309.0,456.0,80.2,82.43,32.3,2.2,6.52,32.03,91.25,0.4,70.25
2017-04-11 08:00:00,333.0,483.0,95.35,81.7,63.88,2.18,7.95,31.95,85.25,0.6,73.5
2017-04-11 09:00:00,316.0,489.0,89.73,84.7,107.17,1.99,42.05341319089048,31.1,79.25,0.85,104.75
2017-04-11 10:00:00,323.0,511.0,46.37,78.3,186.6,0.99,14.6,30.3,72.5,1.1,125.5
2017-04-11 11:00:00,246.0,443.0,60.8,80.73,50.42,1.57,26.43,30.12,66.75,1.2,140.5
2017-04-11 12:00:00,198.0,353.0,58.57,77.98,25.6,1.35,35.48,30.35,62.0,1.25,139.25
2017-04-11 13:00:00,173.0,319.0,53.37,74.68,23.07,1.26,43.25,31.47,57.0,0.95,143.5
2017-04-11 14:00:00,166.0,310.0,53.35,64.45,36.88,1.25,49.48,31.85,54.25,0.9,127.5
2017-04-11 15:00:00,174.0,319.0,57.07,61.6,49.17,1.14,44.93,31.85,50.5,1.25,145.0
2017-04-11 16:00:00,146.0,280.0,62.77,59.43,23.6,1.15,37.77,31.97,51.5,1.02,155.25
2017-04-11 17:00:00,156.0,460.0,127.03,72.97,17.7,1.62,11.55,31.28,57.5,0.3,154.0
2017-04-11 18:00:00,182.0,734.0,123.9,101.5,25.18,3.68,4.85,30.68,67.75,0.3,153.0
2017-04-11 19:00:00,367.0,247.97583816892327,102.75,116.1,25.73,5.46,5.57,30.65,73.0,0.3,152.75
2017-04-11 20:00:00,307.0,798.0,80.52,122.85,25.7,7.0,7.48,30.7,74.25,0.3,152.75
2017-04-11 21:00:00,330.0,802.0,59.05,138.1,27.43,8.87,9.3,31.65,79.75,0.3,152.75
2017-04-11 22:00:00,413.0,911.0,44.55,155.58,33.7,0.01,15.53,32.05,83.5,0.3,152.75
2017-04-11 23:00:00,434.0,949.0,45.02,150.77,183.5,4.46,57.33,31.95,81.75,0.5,54.0
2017-04-12 00:00:00,640.5,777.0,144.42,100.73,57.62,7.92,51.75,30.77,68.0,0.3,260.25
2017-04-12 01:00:00,445.25,556.0,131.25,98.52,47.8,6.63,135.3,31.1,72.75,0.3,346.0
2017-04-12 02:00:00,460.25,556.75,133.37,94.65,42.45,7.17,42.05341319089048,31.6,76.5,0.3,300.5
2017-04-12 03:00:00,511.25,619.0,123.75,100.35,30.35,7.86,42.05341319089048,31.47,80.25,0.3,258.0
2017-04-12 04:00:00,488.5,590.25,119.58,101.9,30.6,7.96,42.05341319089048,31.47,81.0,0.3,200.5
2017-04-12 05:00:00,501.0,601.75,122.08,103.02,32.27,8.09,187.78,31.4,81.5,0.3,114.0
2017-04-12 06:00:00,471.5,562.0,112.38,103.38,30.25,8.05,152.25,31.15,84.25,0.3,114.75
2017-04-12 07:00:00,461.0,544.25,130.2,116.78,30.88,8.33,130.53,31.05,81.75,0.4,76.25
2017-04-12 08:00:00,545.5,629.25,196.5,124.5,50.28,8.66,90.23,30.9,77.5,0.6,41.5
2017-04-12 09:00:00,669.25,799.0,229.73,120.22,122.1,6.96,42.05341319089048,30.88,61.0,0.48,122.25
2017-04-12 10:00:00,635.0,771.5,62.2,56.03,20.505856596376972,1.36,76.73,31.25,47.5,0.33,126.25
2017-04-12 11:00:00,448.75,685.5,121.82,71.82,76.22,3.92,82.08,30.9,40.25,0.73,160.5
2017-04-12 12:00:00,304.25,551.75,106.35,60.7,47.58,2.79,70.18,30.85,38.0,0.5,238.25
2017-04-12 13:00:00,207.5,371.25,109.15,60.3,48.62,2.29,99.07,30.93,40.5,0.58,281.5
2017-04-12 14:00:00,240.25,467.75,116.82,60.97,65.78,2.48,108.0,30.6,40.0,0.3,166.5
2017-04-12 15:00:00,249.75,536.0,153.9,60.8,61.15,2.59,90.58,30.58,43.5,0.33,164.0
2017-04-12 16:00:00,280.75,657.75,221.35,71.8,50.32,3.81,67.3,31.07,51.75,0.3,187.25
2017-04-12 17:00:00,331.75,819.5,230.73,74.68,41.62,5.62,71.73,30.82,57.5,0.3,165.25
2017-04-12 18:00:00,361.0,857.0,214.25,75.6,35.5,6.98,77.8,31.6,61.0,0.3,216.0
2017-04-12 19:00:00,344.25,488.5,232.88,88.28,34.23,7.96,74.38,31.55,61.0,0.4,178.25
2017-04-12 20:00:00,423.25,591.5,235.4,94.62,33.47,8.13,60.47,31.47,61.75,0.33,164.0
2017-04-12 21:00:00,447.0,605.5,221.4,103.15,36.4,2.47,73.63,31.27,67.75,0.3,77.25
2017-04-12 22:00:00,549.0,709.0,197.83,102.5,33.6,0.01,67.5,30.7,70.75,0.35,159.75
2017-04-12 23:00:00,479.25,643.25,208.95,99.77,35.57,9.18,47.37,30.63,67.5,0.85,193.25
2017-05-11 00:00:00,469.0,923.0,66.03,130.1,176.55,7.61,60.95,31.72,78.0,0.43,7.25
2017-05-11 01:00:00,376.0,605.0,64.88,126.7,107.38,6.21,32.45,31.38,80.0,0.3,21.75
2017-05-11 02:00:00,400.0,679.0,64.22,128.88,97.1,5.29,23.05,30.92,82.5,0.3,89.25
2017-05-11 03:00:00,407.0,588.0,53.7,127.12,51.85,4.69,17.82,30.88,83.75,0.3,170.5
2017-05-11 04:00:00,351.0,490.0,49.93,124.15,30.65,4.31,17.1,30.87,85.75,0.3,208.5
2017-05-11 05:00:00,362.0,491.0,42.6,131.55,41.87,4.16,21.3,31.75,85.0,0.33,80.0
2017-05-11 06:00:00,439.0,665.0,49.68,124.25,94.4,3.88,33.9,32.07,83.75,0.65,42.0
2017-05-11 07:00:00,394.0,642.0,74.45,101.15,20.505856596376972,3.22,19.8,31.95,80.5,0.62,42.25
2017-05-11 08:00:00,311.0,490.0,100.52,97.78,20.505856596376972,2.81,14.58,31.92,72.0,0.3,80.75
2017-05-11 09:00:00,375.0,605.0,104.8,100.68,20.505856596376972,2.48,42.05341319089048,31.25,64.0,0.3,130.25
2017-05-11 10:00:00,410.0,713.0,25.88,94.15,20.505856596376972,0.68,42.05341319089048,30.28,57.5,0.4,174.0
2017-05-11 11:00:00,430.75,666.25,126.83,98.65,82.48,2.49,107.37,30.43,51.75,0.83,202.75
2017-05-11 12:00:00,155.25,302.25,82.5,82.23,23.65,1.75,81.73,30.6,43.75,0.63,202.5
2017-05-11 13:00:00,143.75,264.75,91.27,80.12,20.15,1.51,87.75,32.17,43.5,0.5,172.5
2017-05-11 14:00:00,164.25,305.25,89.62,70.77,25.25,1.68,89.7,32.15,46.5,0.8,148.75
2017-05-11 15:00:00,202.75,395.25,75.27,70.23,22.88,1.54,86.9,32.2,48.5,0.78,194.0
2017-05-11 16:00:00,214.0,426.5,97.33,72.4,25.08,1.75,58.2,32.13,52.5,0.48,137.75
2017-05-11 17:00:00,249.0,500.0,179.08,96.3,26.6,3.15,21.78,30.97,62.25,0.3,34.0
2017-05-11 18:00:00,322.25,247.97583816892327,154.77,123.25,29.43,5.49,24.45,30.58,70.25,0.3,34.0
2017-05-11 19:00:00,419.0,247.97583816892327,140.12,138.25,31.38,6.93,27.27,30.55,72.5,0.3,34.25
2017-05-11 20:00:00,497.5,895.0,141.93,139.7,40.37,7.38,21.45,30.6,70.25,0.3,35.0
2017-05-11 21:00:00,456.0,886.0,89.45,145.55,33.05,8.53,24.75,32.0,77.0,0.3,35.0
2017-05-11 22:00:00,428.5,848.0,73.45,135.95,29.68,9.22,28.75,32.12,79.75,0.3,35.0
2017-05-11 23:00:00,409.0,815.0,64.57,141.48,26.0,9.64,33.82,32.05,83.0,0.3,33.0
2017-05-12 00:00:00,420.25,595.25,187.42,87.43,37.7,7.06,34.2,30.63,63.5,0.8,237.75
2017-05-12 01:00:00,295.5,380.75,171.2,81.57,32.12,5.72,29.12,30.83,65.0,0.5,286.0
2017-05-12 02:00:00,279.25,352.5,174.83,77.35,44.92,5.84,119.18,31.75,68.5,0.7,134.75
2017-05-12 03:00:00,318.75,416.5,164.83,84.92,44.0,6.33,172.92,31.65,71.0,0.58,173.0
2017-05-12 04:00:00,348.0,462.5,149.9,85.4,42.03,6.3,42.05341319089048,31.58,72.5,0.4,123.75
2017-05-12 05:00:00,349.0,435.0,142.95,86.1,41.75,6.56,42.05341319089048,31.5,73.75,0.4,68.0
2017-05-12 06:00:00,414.75,506.0,136.6,94.27,45.48,6.75,42.05341319089048,30.95,74.75,0.35,114.5
2017-05-12 07:00:00,473.0,576.5,128.92,101.83,49.35,6.95,153.72,30.75,73.0,0.65,30.5
2017-05-12 08:00:00,552.0,708.75,140.9,91.02,63.3,5.18,59.65,30.68,64.75,0.63,47.75
2017-05-12 09:00:00,503.25,854.75,164.07,93.55,118.85,4.45,42.05341319089048,30.78,62.25,0.38,72.75
2017-05-12 10:00:00,542.75,913.5,62.6,49.35,20.505856596376972,1.18,42.05341319089048,31.4,56.75,1.05,275.0
2017-05-12 11:00:00,549.5,902.25,106.3,68.77,60.05,3.31,111.95,31.02,50.75,1.55,262.75
2017-05-12 12:00:00,267.0,479.75,97.85,66.3,67.33,2.35,128.4,31.13,50.5,1.68,220.5
2017-05-12 13:00:00,249.0,446.25,101.45,65.27,62.92,1.89,99.7,31.07,50.75,1.6,256.5
2017-05-12 14:00:00,253.25,463.0,90.1,63.68,80.1,1.88,129.0,30.55,49.5,1.5,254.25
2017-05-12 15:00:00,208.0,397.25,78.83,57.62,68.07,1.66,129.02,30.4,48.25,1.03,261.5
2017-05-12 16:00:00,205.5,400.0,124.62,53.65,64.87,1.66,84.05,30.5,51.5,0.55,288.0
2017-05-12 17:00:00,244.0,497.0,160.2,57.9,46.5,2.43,57.32,30.45,56.25,0.45,316.0
2017-05-12 18:00:00,273.75,623.25,162.67,62.7,38.5,4.33,63.2,31.6,62.75,0.38,247.5
2017-05-12 19:00:00,270.75,602.25,169.4,63.07,34.78,4.91,48.3,31.72,61.25,0.5,272.25
2017-05-12 20:00:00,255.0,388.0,148.45,66.02,38.6,4.34,42.4,31.65,59.75,0.9,270.25
